Compound,Neutral.Formula,CAS,CAS_RN,InChIKey,mz,Adduct,Charge,CCS,SD,RSD,CCS.z,Peak.N,Kingdom,Super.Class,Class,Subclass,N.Rep,Sources
12(S)-HETE,C20H32O3,54397-83-0,CAS_RN:54397-83-0,ZNHVWPKMFKADKW-LQWMCKPYSA-N,343.2211,[M+Na],1,192.1,0.555,0.0029,192.1,1,Organic compounds,Lipids and lipid-like molecules,Fatty acyls,Eicosanoids,3,7
13-HODE,C18H32O3,73804-64-5,CAS_RN:73804-64-5,HNICUWMFWZBIFP-KDFHGORWSA-N,295.2273,[M-H],-1,182.5,0.947,0.0052,182.5,1,Organic compounds,Lipids and lipid-like molecules,Fatty acyls,Lineolic acids and derivatives,3,7
13-HODE,C18H32O3,73804-64-5,CAS_RN:73804-64-5,HNICUWMFWZBIFP-KDFHGORWSA-N,319.2249,[M+Na],1,190.6,0.782,0.0041,190.6,1,Organic compounds,Lipids and lipid-like molecules,Fatty acyls,Lineolic acids and derivatives,3,7
13-OxoODE,C18H30O3,54739-30-9,CAS_RN:54739-30-9,JHXAZBBVQSRKJR-BSZOFBHHSA-N,293.2117,[M-H],-1,179.8,0.23,0.0013,179.8,1,Organic compounds,Lipids and lipid-like molecules,Fatty acyls,Lineolic acids and derivatives,3,7
13-OxoODE,C18H30O3,54739-30-9,CAS_RN:54739-30-9,JHXAZBBVQSRKJR-BSZOFBHHSA-N,295.2273,[M+H],1,178,0.527,0.003,178,1,Organic compounds,Lipids and lipid-like molecules,Fatty acyls,Lineolic acids and derivatives,3,7
13-OxoODE,C18H30O3,54739-30-9,CAS_RN:54739-30-9,JHXAZBBVQSRKJR-BSZOFBHHSA-N,317.2093,[M+Na],1,192.1,1.009,0.0053,192.1,1,Organic compounds,Lipids and lipid-like molecules,Fatty acyls,Lineolic acids and derivatives,3,7
14(15)-EET,C20H32O3,81276-03-1,CAS_RN:81276-03-1,JBSCUHKPLGKXKH-ILYOTBPNSA-N,319.2235,[M-H],-1,187,0.173,9.00E-04,187,1,Organic compounds,Lipids and lipid-like molecules,Fatty acyls,Fatty acids and conjugates,3,7
14(15)-EET,C20H32O3,81276-03-1,CAS_RN:81276-03-1,JBSCUHKPLGKXKH-ILYOTBPNSA-N,321.2391,[M+H],1,181.3,0.734,0.0041,181.3,1,Organic compounds,Lipids and lipid-like molecules,Fatty acyls,Fatty acids and conjugates,3,7
14(15)-EET,C20H32O3,81276-03-1,CAS_RN:81276-03-1,JBSCUHKPLGKXKH-ILYOTBPNSA-N,343.2211,[M+Na],1,185.9,0.744,0.004,185.9,1,Organic compounds,Lipids and lipid-like molecules,Fatty acyls,Fatty acids and conjugates,3,7
15(R)-Prostaglandin F2alpha,C20H34O5,37658-84-7,CAS_RN:37658-84-7,PXGPLTODNUVGFL-CKXCCYAOSA-N,353.2328,[M-H],-1,192.7,0.115,6.00E-04,192.7,1,Organic compounds,Lipids and lipid-like molecules,Fatty acyls,Eicosanoids,3,7
15(R)-Prostaglandin F2alpha,C20H34O5,37658-84-7,CAS_RN:37658-84-7,PXGPLTODNUVGFL-CKXCCYAOSA-N,377.2304,[M+Na],1,204.4,0.54,0.0026,204.4,1,Organic compounds,Lipids and lipid-like molecules,Fatty acyls,Eicosanoids,3,7
16:0 Lyso PC,C24H50NO7P,17364-16-8,CAS_RN:17364-16-8,ASWBNKHCZGQVJV-HSZRJFAPSA-N,496.3403,[M+H],1,231.4,0.911,0.0039,231.4,1,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,3,7
16:0 Lyso PC,C24H50NO7P,17364-16-8,CAS_RN:17364-16-8,ASWBNKHCZGQVJV-HSZRJFAPSA-N,518.3222,[M+Na],1,234.3,0.976,0.0042,234.3,1,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,3,7
17-alpha-Hydroxyprogesterone,C21H30O3,68-96-2,CAS_RN:68-96-2,DBPWSSGDRRHUNT-CEGNMAFCSA-N,329.2117,[M-H],-1,187,1.288,0.0069,187,1,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Pregnane steroids,3,7
17-alpha-Hydroxyprogesterone,C21H30O3,68-96-2,CAS_RN:68-96-2,DBPWSSGDRRHUNT-CEGNMAFCSA-N,331.2273,[M+H],1,186.4,0.907,0.0049,186.4,1,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Pregnane steroids,3,7
17-alpha-Hydroxyprogesterone,C21H30O3,68-96-2,CAS_RN:68-96-2,DBPWSSGDRRHUNT-CEGNMAFCSA-N,353.2093,[M+Na],1,208.9,1.647,0.0079,208.9,1,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Pregnane steroids,3,7
17alpha-Hydroxypregnenolone,C21H32O3,387-79-1,CAS_RN:387-79-1,JERGUCIJOXJXHF-BZXJGPHVSA-N,333.243,[M+H],1,189.2,0.866,0.0046,189.2,1,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Pregnane steroids,3,7
17alpha-Hydroxypregnenolone,C21H32O3,387-79-1,CAS_RN:387-79-1,JERGUCIJOXJXHF-BZXJGPHVSA-N,355.2249,[M+Na],1,209.2,1.499,0.0072,209.2,1,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Pregnane steroids,3,7
18:0 Lyso PC,C26H54NO7P,19420-57-6,CAS_RN:19420-57-6,IHNKQIMGVNPMTC-UHFFFAOYSA-N,524.3716,[M+H],1,238.8,0.898,0.0038,238.8,1,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,3,7
18:0 Lyso PC,C26H54NO7P,19420-57-6,CAS_RN:19420-57-6,IHNKQIMGVNPMTC-UHFFFAOYSA-N,546.3535,[M+Na],1,241.5,0.85,0.0035,241.5,1,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,3,7
2-(beta-Glucosyl)glycerol ,C9H18O8,10588-30-4,CAS_RN:10588-30-4,AQTKXCPRNZDOJU-WUSGRAFWSA-N,253.0923,[M-H],-1,156.7,0.058,4.00E-04,156.7,1,Organic compounds,Lipids and lipid-like molecules,Glycerolipids,Glycosylglycerols,3,7
2-(beta-Glucosyl)glycerol ,C9H18O8,10588-30-4,CAS_RN:10588-30-4,AQTKXCPRNZDOJU-WUSGRAFWSA-N,277.0899,[M+Na],1,159.3,0.397,0.0025,159.3,1,Organic compounds,Lipids and lipid-like molecules,Glycerolipids,Glycosylglycerols,3,7
2-18:0 Lyso PC,C26H54NO7P,27098-24-4,CAS_RN:27098-24-4,FORFDCPQKJHEBF-VPUSDGANSA-N,524.3716,[M+H],1,240.7,0.731,0.003,240.7,1,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,3,7
2-18:0 Lyso PC,C26H54NO7P,27098-24-4,CAS_RN:27098-24-4,FORFDCPQKJHEBF-VPUSDGANSA-N,546.3535,[M+Na],1,242.2,0.702,0.0029,242.2,1,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,3,7
2-Acetamindo-2-deoxy-beta-D-glycosylamine,C8H16N2O5,4229-38-3,CAS_RN:4229-38-3,MCGXOCXFFNKASF-FMDGEEDCSA-N,219.0988,[M-H],-1,155.3,0.163,0.0011,155.3,1,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,4,8
2-Acetamindo-2-deoxy-beta-D-glycosylamine,C8H16N2O5,4229-38-3,CAS_RN:4229-38-3,MCGXOCXFFNKASF-FMDGEEDCSA-N,243.0965,[M+Na],1,149.6,0.794,0.0053,149.6,1,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,4,8
2-Acetamindo-2-deoxy-beta-D-glycosylamine,C8H16N2O5,4229-38-3,CAS_RN:4229-38-3,MCGXOCXFFNKASF-FMDGEEDCSA-N,243.0965,[M+Na],1,157.9,0.096,6.00E-04,157.9,2,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,4,8
2-alpha-Mannobiose,C12H22O11,15548-39-7,CAS_RN:15548-39-7,HIWPGCMGAMJNRG-VXSGSMIHSA-N,365.106,[M+Na],1,173.7,1.556,0.009,173.7,1,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,3,7
2-Amino-2-methylpropanoate,C4H9NO2,62-57-7,CAS_RN:62-57-7,FUOOLUPWFVMBKG-UHFFFAOYSA-N,102.0555,[M-H],-1,129,0.32,0.0025,129,1,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",3,7
2-Aminoisobutyrate,C4H9NO2,62-57-7,CAS_RN:62-57-7,FUOOLUPWFVMBKG-UHFFFAOYSA-N,104.0713,[M+H],1,123.9,0.189,0.0015,123.9,1,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",4,8
2-Aminophenol,C6H7NO,95-55-6,CAS_RN:95-55-6,CDAWCLOXVUBKRW-UHFFFAOYSA-N,108.0461,[M-H],-1,118.3,0.707,0.006,118.3,1,Organic compounds,Benzenoids,Benzene and substituted derivatives,Aniline and substituted anilines,4,8
2-Aminophenol,C6H7NO,95-55-6,CAS_RN:95-55-6,CDAWCLOXVUBKRW-UHFFFAOYSA-N,110.0598,[M+H],1,118.3,0.171,0.0014,118.3,1,Organic compounds,Benzenoids,Benzene and substituted derivatives,Aniline and substituted anilines,4,8
2-Aminophenol,C6H7NO,95-55-6,CAS_RN:95-55-6,CDAWCLOXVUBKRW-UHFFFAOYSA-N,110.0598,[M+H],1,125.1,0.744,0.0059,125.1,2,Organic compounds,Benzenoids,Benzene and substituted derivatives,Aniline and substituted anilines,4,8
2-Deoxy-D-glucose,C6H12O5,154-17-6,CAS_RN:154-17-6,PMMURAAUARKVCB-CERMHHMHSA-N,187.0559,[M+Na],1,136.8,0.183,0.0013,136.8,1,Organic compounds,Lipids and lipid-like molecules,Fatty acyls,Fatty alcohols,4,8
2-Deoxyadenosine-5-monophosphate,C10H14N5O6P,653-63-4,CAS_RN:653-63-4,KHWCHTKSEGGWEX-RRKCRQDMSA-N,352.0448,[M-2H+Na],-1,170,0.472,0.0028,170,1,Organic compounds,"Nucleosides, nucleotides, and analogues",Purine nucleotides,Purine deoxyribonucleotides,4,8
2-Deoxyadenosine-5-monophosphate,C10H14N5O6P,653-63-4,CAS_RN:653-63-4,KHWCHTKSEGGWEX-RRKCRQDMSA-N,330.0603,[M-H],-1,168.8,4.852,0.0287,168.8,1,Organic compounds,"Nucleosides, nucleotides, and analogues",Purine nucleotides,Purine deoxyribonucleotides,7,"7, 8"
2-Deoxyadenosine-5-monophosphate,C10H14N5O6P,653-63-4,CAS_RN:653-63-4,KHWCHTKSEGGWEX-RRKCRQDMSA-N,332.076,[M+H],1,168.6,0.642,0.0038,168.6,1,Organic compounds,"Nucleosides, nucleotides, and analogues",Purine nucleosides,Purine deoxyribonucleotides,7,"7, 8"
2-Deoxyadenosine-5-monophosphate,C10H14N5O6P,653-63-4,CAS_RN:653-63-4,KHWCHTKSEGGWEX-RRKCRQDMSA-N,354.0579,[M+Na],1,173.9,1.647,0.0095,173.9,1,Organic compounds,"Nucleosides, nucleotides, and analogues",Purine nucleotides,Purine deoxyribonucleotides,7,"7, 8"
2-Hydroxy Hippuric Acid,C9H9NO4,487-54-7,CAS_RN:487-54-7,ONJSZLXSECQROL-UHFFFAOYSA-N,194.0453,[M-H],-1,137.5,0.173,0.0013,137.5,1,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,3,7
2-Hydroxy Hippuric Acid,C9H9NO4,487-54-7,CAS_RN:487-54-7,ONJSZLXSECQROL-UHFFFAOYSA-N,218.0429,[M+Na],1,153.9,0.288,0.0019,153.9,1,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,3,7
"2-Hydroxy-2',3',4',5,5'-pentachlorobiphenyl",C12H5Cl5O,67651-36-9,CAS_RN:67651-36-9,YIRXIYMPZUSPOV-UHFFFAOYSA-N,338.8705,[M-H],-1,166.3,0.377,0.0023,166.3,1,Organic compounds,Benzenoids,Benzene and substituted derivatives,Biphenyls and derivatives,3,7
"2-Hydroxy-2',5'-dichlorobiphenyl ",C12H8Cl2O,53905-30-9,CAS_RN:53905-30-9,LKDWVOYFEVHMEJ-UHFFFAOYSA-N,236.9874,[M-H],-1,151.1,0.648,0.0043,151.1,1,Organic compounds,Benzenoids,Benzene and substituted derivatives,Biphenyls and derivatives,3,7
2-Hydroxy-4-(methylthio)butanoate,C5H10O3S,4857-44-7,CAS_RN:4857-44-7,ABRVDWASZFDIEH-UHFFFAOYSA-L,149.029,[M-H],-1,167.3,0.656,0.0039,167.3,1,Organic compounds,Lipids and lipid-like molecules,Fatty acyls,Fatty acids and conjugates,4,8
2-Hydroxy-5-chlorobiphenyl ,C12H9ClO,607-12-5,CAS_RN:607-12-5,DSQWWSVOIGUHAE-UHFFFAOYSA-N,203.0264,[M-H],-1,143.5,0.115,8.00E-04,143.5,1,Organic compounds,Benzenoids,Benzene and substituted derivatives,Biphenyls and derivatives,3,7
2-Hydroxybutyrate,C4H8O3,5094-24-6,CAS_RN:5094-24-6,MOSCXNXKSOHVSQ-UHFFFAOYSA-M,103.0405,[M-H],-1,120.5,3.557,0.0295,120.5,1,Organic compounds,Organic acids and derivatives,Hydroxy acids and derivatives,Alpha hydroxy acids and derivatives,7,"7, 8"
2-Hydroxyphenylacetate,C8H8O3,611-71-2,CAS_RN:611-71-2,CCVYRRGZDBSHFU-UHFFFAOYSA-N,151.0417,[M-H],-1,130.7,1.034,0.0079,130.7,1,Organic compounds,Benzenoids,Benzene and substituted derivatives,Phenylacetic acids,4,8
2-Hydroxypyridine,C5H5NO,142-08-5,CAS_RN:142-08-5,UBQKCCHYAOITMY-UHFFFAOYSA-N,96.0438,[M+H],1,115.5,0.67,0.0058,115.5,1,Organic compounds,Organoheterocyclic compounds,Pyridines and derivatives,Hydropyridines,4,8
2-Keto-3-deoxy-D-gluconic Acid Lithium Salt,C6H11O6,17510-99-5,CAS_RN:17510-99-5,WPAMZTWLKIDIOP-WVZVXSGGSA-N,178.0477,[M-H],-1,133.9,0.2,0.0015,133.9,1,Organic compounds,Organic acids and derivatives,Keto acids and derivatives,Medium-chain keto acids and derivatives,3,7
2-Keto-D-gluconic Acid Memicalcium Salt Hydrate,C6H9O7,1040352-40-6,CAS_RN:1040352-40-6,LBTJSFDOKRLTMQ-LWDDDOIUSA-L,193.0348,[M-H],-1,133,0.304,0.0023,133,1,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,3,7
2-Methoxyestrone,C19H24O3,362-08-3,CAS_RN:362-08-3,WHEUWNKSCXYKBU-QPWUGHHJSA-N,299.1647,[M-H],-1,183.9,1.681,0.0091,183.9,1,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Estrane steroids,3,7
2-Methoxyestrone,C19H24O3,362-08-3,CAS_RN:362-08-3,WHEUWNKSCXYKBU-QPWUGHHJSA-N,301.1804,[M+H],1,173.4,0.34,0.002,173.4,1,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Estrane steroids,3,7
2-Methoxyestrone,C19H24O3,362-08-3,CAS_RN:362-08-3,WHEUWNKSCXYKBU-QPWUGHHJSA-N,323.1623,[M+Na],1,200.4,0.7,0.0035,200.4,1,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Estrane steroids,3,7
2-Methylanthracene,C15H12,613-12-7,CAS_RN:613-12-7,GYMFBYTZOGMSQJ-UHFFFAOYSA-N  ,192.0939,[M*],1,135.7,0.84,0.0062,135.7,1,Organic compounds,Benzenoids,Phenanthrenes and derivatives,NA,3,7
2-Methylanthracene,C15H12,613-12-7,CAS_RN:613-12-7,GYMFBYTZOGMSQJ-UHFFFAOYSA-N  ,193.1017,[M+H],1,137,0.836,0.0061,137,1,Organic compounds,Benzenoids,Phenanthrenes and derivatives,NA,3,7
2-Methylglutarate,C6H10O4,18069-17-5,CAS_RN:18069-17-5,AQYCMVICBNBXNA-UHFFFAOYSA-N,167.0322,[M-2H+Na],-1,133,0.682,0.0051,133,1,Organic compounds,Lipids and lipid-like molecules,Fatty acyls,Fatty acids and conjugates,4,8
2-Methylglutarate,C6H10O4,18069-17-5,CAS_RN:18069-17-5,AQYCMVICBNBXNA-UHFFFAOYSA-N,145.0502,[M-H],-1,126.3,0.651,0.0052,126.3,1,Organic compounds,Lipids and lipid-like molecules,Fatty acyls,Fatty acids and conjugates,4,8
2-Methylglutarate,C6H10O4,18069-17-5,CAS_RN:18069-17-5,AQYCMVICBNBXNA-UHFFFAOYSA-N,169.0466,[M+Na],1,137.2,0.415,0.003,137.2,1,Organic compounds,Lipids and lipid-like molecules,Fatty acyls,Fatty acids and conjugates,4,8
2-Methylhippuric Acid,C10H11NO3,42013-20-7,CAS_RN:42013-20-7,YOEBAVRJHRCKRE-UHFFFAOYSA-N,192.0661,[M-H],-1,153.1,0.405,0.0026,153.1,1,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,3,7
2-Methylhippuric Acid,C10H11NO3,42013-20-7,CAS_RN:42013-20-7,YOEBAVRJHRCKRE-UHFFFAOYSA-N,216.0637,[M+Na],1,155.6,0.662,0.0043,155.6,1,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,3,7
2-Methylmaleate,C5H6O4,498-23-7,CAS_RN:498-23-7,HNEGQIOMVPPMNR-IHWYPQMZSA-N,129.0188,[M-H],-1,118.6,0.776,0.0065,118.6,1,Organic compounds,Lipids and lipid-like molecules,Fatty acyls,Fatty acids and conjugates,4,8
2-Methylnaphthalene,C11H10,91-57-6,CAS_RN:91-57-6,QIMMUPPBPVKWKM-UHFFFAOYSA-N,142.0782,[M*],1,121.8,0.369,0.003,121.8,1,Organic compounds,Benzenoids,Naphthalenes,NA,3,7
2-Methylnaphthalene,C11H10,91-57-6,CAS_RN:91-57-6,QIMMUPPBPVKWKM-UHFFFAOYSA-N,143.0861,[M+H],1,123.1,0.513,0.0042,123.1,1,Organic compounds,Benzenoids,Naphthalenes,NA,3,7
2-Oxovaleric Acid,C5H8O3,1821-02-9,CAS_RN:1821-02-9,KDVFRMMRZOCFLS-UHFFFAOYSA-N,115.0395,[M-H],-1,173.8,0.1,6.00E-04,173.8,1,Organic compounds,Organic acids and derivatives,Keto acids and derivatives,Short-chain keto acids and derivatives,3,7
2-Oxovaleric Acid,C5H8O3,1821-02-9,CAS_RN:1821-02-9,KDVFRMMRZOCFLS-UHFFFAOYSA-N,139.0371,[M+Na],1,130.8,0.819,0.0063,130.8,1,Organic compounds,Organic acids and derivatives,Keto acids and derivatives,Short-chain keto acids and derivatives,3,7
2-Phospho-DL-glycerate,C3H7O7P,2553-59-5,CAS_RN:2553-59-5,GXIURPTVHJPJLF-UHFFFAOYSA-N,206.9682,[M-2H+Na],-1,133.3,0.289,0.0022,133.3,1,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,4,8
2-Phospho-DL-glycerate,C3H7O7P,2553-59-5,CAS_RN:2553-59-5,GXIURPTVHJPJLF-UHFFFAOYSA-N,184.9861,[M-H],-1,124.4,0.377,0.003,124.4,1,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,4,8
2-Phospho-DL-glycerate,C3H7O7P,2553-59-5,CAS_RN:2553-59-5,GXIURPTVHJPJLF-UHFFFAOYSA-N,187.0005,[M+H],1,134.4,0.33,0.0025,134.4,1,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,4,8
2-Phospho-DL-glycerate,C3H7O7P,2553-59-5,CAS_RN:2553-59-5,GXIURPTVHJPJLF-UHFFFAOYSA-N,208.9817,[M+Na],1,141.9,0.126,9.00E-04,141.9,1,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,4,8
2-Quinolinecarboxylate,C10H7NO2,93-10-7,CAS_RN:93-10-7,LOAUVZALPPNFOQ-UHFFFAOYSA-N,174.0567,[M+H],1,132.3,0.613,0.0046,132.3,1,Organic compounds,Organoheterocyclic compounds,Quinolines and derivatives,Quinoline carboxylic acids,4,8
"2,1-Hydroxypregnenolone",C21H32O3,1164-98-3,CAS_RN:1164-98-3,MOIQRAOBRXUWGN-JIUSCHCVSA-N,333.243,[M+H],1,189.3,1.64,0.0087,189.3,1,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,21-hydroxysteroids,3,7
"2,1-Hydroxypregnenolone",C21H32O3,1164-98-3,CAS_RN:1164-98-3,MOIQRAOBRXUWGN-JIUSCHCVSA-N,355.2249,[M+Na],1,209.3,1.851,0.0088,209.3,1,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,21-hydroxysteroids,3,7
"2,2',3,3',4,4'-Hexabromodiphenyl Ether",C12H4Br6O,182677-28-7,CAS_RN:182677-28-7,WFLVELCLEGVBIH-UHFFFAOYSA-N,574.6128,[M-Br+O],-1,183.9,0.152,8.00E-04,183.9,1,Organic compounds,Benzenoids,Benzene and substituted derivatives,Diphenylethers,3,7
"2,2',3,3',4,4',5,5'-Octachlorobiphenyl ",C12H2Cl8,31472-83-0,CAS_RN:31472-83-0,DTMRKGRREZAYAP-UHFFFAOYSA-N,406.7925,[M-Cl+O],-1,179.7,0.058,3.00E-04,179.7,1,Organic compounds,Benzenoids,Benzene and substituted derivatives,Biphenyls and derivatives,3,7
"2,2',3,3',4,4',5,5',6-Nonabromodiphenyl ether",C12H1Br9O,63387-28-0,CAS_RN:63387-28-0,CYRHBNRLQMLULE-UHFFFAOYSA-N,808.3443,[M-Br+O],-1,202.1,0.115,6.00E-04,202.1,1,Organic compounds,Benzenoids,Benzene and substituted derivatives,Diphenylethers,3,7
"2,2',3,3',4,4',5,5',6-Nonachlorobiphenyl ",C12H1Cl9,40186-72-9,CAS_RN:40186-72-9,JFIMDKGRGPNPRQ-UHFFFAOYSA-N,440.7536,[M-Cl+O],-1,182.8,0.058,3.00E-04,182.8,1,Organic compounds,Benzenoids,Benzene and substituted derivatives,Biphenyls and derivatives,3,7
"2,2',3,3',4,4',5,6-Octachlorobiphenyl ",C12H2Cl8,31472-83-0,CAS_RN:31472-83-0,JAHJITLFJSDRCG-UHFFFAOYSA-N,406.7925,[M-Cl+O],-1,177.4,0.058,3.00E-04,177.4,1,Organic compounds,Benzenoids,Benzene and substituted derivatives,Biphenyls and derivatives,3,7
"2,2',3,3',4,4',5,6,6'-Nonachlorobiphenyl",C12H1Cl9,52663-79-3,CAS_RN:52663-79-3,YGDPIDTZOQGPAX-UHFFFAOYSA-N,440.7536,[M-Cl+O],-1,181.1,0.199,0.0011,181.1,1,Organic compounds,Benzenoids,Benzene and substituted derivatives,Biphenyls and derivatives,3,7
"2,2',3,3',4,5,5',6,6'-Nonachlorobiphenyl",C12H1Cl9,52663-77-1,CAS_RN:52663-77-1,XIFFTDRFWYFAPO-UHFFFAOYSA-N,440.7536,[M-Cl+O],-1,181.4,0.152,8.00E-04,181.4,1,Organic compounds,Benzenoids,Benzene and substituted derivatives,Biphenyls and derivatives,3,7
"2,2',3,3',5,5',6,6'-Octachlorobiphenyl ",C12H2Cl8,2136-99-4,CAS_RN:2136-99-4,JPOPEORRMSDUIP-UHFFFAOYSA-N,406.7925,[M-Cl+O],-1,176.3,0.1,6.00E-04,176.3,1,Organic compounds,Benzenoids,Benzene and substituted derivatives,Biphenyls and derivatives,3,7
"2,2',3,4,4'-Pentabromodiphenyl ether",C12H5Br5O,182346-21-0,CAS_RN:182346-21-0,DMLQSUZPTTUUDP-UHFFFAOYSA-N,496.7023,[M-Br+O],-1,176.4,0.115,7.00E-04,176.4,1,Organic compounds,Benzenoids,Benzene and substituted derivatives,Diphenylethers,3,7
"2,2',3,4,4',5,5'6-Octabromodiphenyl Ether",C12H2Br8O,32536-52-0,CAS_RN:32536-52-0,RTUZOQFRIPIWPS-UHFFFAOYSA-N,730.4338,[M-Br+O],-1,195,0.1,5.00E-04,195,1,Organic compounds,Benzenoids,Benzene and substituted derivatives,Diphenylethers,3,7
"2,2',3,4,4',5'-Hexabromodiphenyl ether",C12H4Br6O,182677-30-1,CAS_RN:182677-30-1,IZFQCEZFGCMHOM-UHFFFAOYSA-N,574.6128,[M-Br+O],-1,184.2,0.152,8.00E-04,184.2,1,Organic compounds,Benzenoids,Benzene and substituted derivatives,Diphenylethers,3,7
"2,2',4-Tribromodiphenyl ether",C12H7Br3O,147217-75-2,CAS_RN:147217-75-2,VYBFILXLBMWOLI-UHFFFAOYSA-N,340.8813,[M-Br+O],-1,160.1,0.115,7.00E-04,160.1,1,Organic compounds,Benzenoids,Benzene and substituted derivatives,Diphenylethers,3,7
"2,2',4,4'-Tetrabromodiphenyl ether",C12H6Br4O,5436-43-1,CAS_RN:5436-43-1,XYBSIYMGXVUVGY-UHFFFAOYSA-N,418.7918,[M-Br+O],-1,169.2,0.058,3.00E-04,169.2,1,Organic compounds,Benzenoids,Benzene and substituted derivatives,Diphenylethers,3,7
"2,2',4,4',5,5'-Hexabromodiphenyl Ether",C12H4Br6O,68631-49-2,CAS_RN:68631-49-2,RZXIRSKYBISPGF-UHFFFAOYSA-N,574.6128,[M-Br+O],-1,182.9,0.942,0.0051,182.9,1,Organic compounds,Benzenoids,Benzene and substituted derivatives,Diphenylethers,3,7
"2,2',4,4',5,6-Hexabromodiphenyl Ether",C12H4Br6O,207122-15-4,CAS_RN:207122-15-4,VHNPZYZQKWIWOD-UHFFFAOYSA-N,574.6128,[M-Br+O],-1,182.9,0.207,0.0011,182.9,1,Organic compounds,Benzenoids,Benzene and substituted derivatives,Diphenylethers,3,7
"2,2',4,4',6-Pentabromodiphenyl Ether",C12H5Br5O,189084-64-8,CAS_RN:189084-64-8,NSKIRYMHNFTRLR-UHFFFAOYSA-N,496.7023,[M-Br+O],-1,174.8,0.058,3.00E-04,174.8,1,Organic compounds,Benzenoids,Benzene and substituted derivatives,Diphenylethers,3,7
"2,2',4,5',6-Pentachlorobiphenyl",C12H5Cl5,60145-21-3,CAS_RN:60145-21-3,PQHZWWBJPCNNGI-UHFFFAOYSA-N,304.9095,[M-Cl+O],-1,160.2,0.225,0.0014,160.2,1,Organic compounds,Benzenoids,Benzene and substituted derivatives,Biphenyls and derivatives,3,7
"2,2',5,5'-Tetrachlorobiphenyl",C12H6Cl4,35693-99-3,CAS_RN:35693-99-3,HCWZEPKLWVAEOV-UHFFFAOYSA-N,270.9461,[M-Cl+O],-1,156.2,0.551,0.0035,156.2,1,Organic compounds,Benzenoids,Benzene and substituted derivatives,Biphenyls and derivatives,3,7
"2,3-Diaminopropionate",C3H8N2O2,54897-59-5,CAS_RN:54897-59-5,SKWCZPYWFRTSDD-UHFFFAOYSA-N,103.0515,[M-H],-1,118.5,0.739,0.0062,118.5,1,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",4,8
"2,3-Diaminopropionate",C3H8N2O2,54897-59-5,CAS_RN:54897-59-5,SKWCZPYWFRTSDD-UHFFFAOYSA-N,105.0661,[M+H],1,138.1,0.115,8.00E-04,138.1,1,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",4,8
